listing_id,outlier_decision,outlier_reasons,batch_id,property_type_repaired,city,surface_m2,price_mad,price_per_m2,bedrooms,bathrooms,title_raw,price_raw,url
mubawab.ma:native:8160308,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Agadir,60.0,6850000.0,114166.67,2.0,1.0,,,https://www.mubawab.ma/fr/a/8160308/t3-titr%C3%A9-quartier-hay-mohammadi
mubawab.ma:native:8162170,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Marrakech,31.0,1747500.0,56370.97,2.0,1.0,,,https://www.mubawab.ma/fr/a/8162170/appartements-%C3%A0-vendre-sur-gu%C3%A9liz-marrakech
mubawab.ma:native:8162458,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Berrechid,120.0,8480000.0,70666.67,4.0,2.0,,,https://www.mubawab.ma/fr/a/8162458/appartement-%C3%A0-vendre-120-m%C2%B2-%C3%A0-berrechid
mubawab.ma:native:8167746,uncertain,surface_extreme,recovery_misplaced_notebook,appartement,Casablanca,538.0,6300000.0,11710.04,6.0,4.0,,,https://www.mubawab.ma/fr/a/8167746/appartement-%C3%A0-vendre-de-538-0-m%C2%B2-%C3%A0-casablanca-racine
mubawab.ma:native:8168242,uncertain,surface_extreme,recovery_misplaced_notebook,appartement,Casablanca,553.0,7300000.0,13200.72,5.0,4.0,,,https://www.mubawab.ma/fr/a/8168242/vente-appartement-%C3%A0-racine
mubawab.ma:native:8177373,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,91.0,12510000.0,137472.53,3.0,1.0,,,https://www.mubawab.ma/fr/a/8177373/appartement-spacieux
mubawab.ma:native:8178957,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,54.0,6600000.0,122222.22,3.0,1.0,,,https://www.mubawab.ma/fr/a/8178957/appartement-en-vente-%C3%A0-cit%C3%A9-adrar-3-pi%C3%A8ces-confortables-meubl%C3%A9
mubawab.ma:native:8187848,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,100.0,14939800.0,149398.0,2.0,2.0,,,https://www.mubawab.ma/fr/a/8187848/vente-appartement-100m2-roches-noires
mubawab.ma:native:8188319,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,125.0,11800000.0,94400.0,3.0,2.0,,,https://www.mubawab.ma/fr/a/8188319/vente-d-un-bel-appartement-%C3%A0-narjiss-3-chambres-four
mubawab.ma:native:8201574,uncertain,surface_extreme,recovery_misplaced_notebook,unknown,Bouskoura,589.0,5000000.0,8488.96,3.0,3.0,,,https://www.mubawab.ma/fr/a/8201574/magnifique-rez-de-jardin-avec-piscine-%C3%A0-vendre-%C3%A0-la-palmeraie-%E2%80%93-bouskoura-ville-verte
mubawab.ma:native:8205264,uncertain,surface_extreme,recovery_misplaced_notebook,unknown,Bouskoura,700.0,5100000.0,7285.71,3.0,3.0,,,https://www.mubawab.ma/fr/a/8205264/beauvrez-de-jardin-%C3%A0-la-ville-verte
mubawab.ma:native:8205696,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,88.0,10530000.0,119659.09,3.0,2.0,,,https://www.mubawab.ma/fr/a/8205696/appartement-a-vendre-omnia-berrchid-%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9
mubawab.ma:native:8206965,valid_extreme,price_above_p99|price_per_m2_above_reference_p99,recovery_misplaced_notebook,unknown,Casablanca,240.0,15000000.0,62500.0,3.0,4.0,,,https://www.mubawab.ma/fr/a/8206965/penthouse-d%E2%80%99exception-en-vente-%C3%A0-casablanca-marina
mubawab.ma:native:8210135,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,75.0,8000000.0,106666.67,2.0,2.0,,,https://www.mubawab.ma/fr/a/8210135/bel-appartement-%C3%A0-vendre-%C3%A0-hay-salam-2-belles-chambres-terrasse-et-ascenseur
mubawab.ma:native:8210245,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Casablanca,50.0,6330000.0,126600.0,2.0,1.0,,,https://www.mubawab.ma/fr/a/8210245/apparemment-%C3%A0-vendre-4eme-etage-azhar-bernoussi
mubawab.ma:native:8210623,uncertain,price_above_p99|price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,239.0,14400000.0,60251.05,3.0,2.0,,,https://www.mubawab.ma/fr/a/8210623/sublime-appartement-%C3%A0-vendre-triangle-d-or
mubawab.ma:native:8210768,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,89.0,12430000.0,139662.92,2.0,2.0,,,https://www.mubawab.ma/fr/a/8210768/appartement-4-pi%C3%A8ce-el-jadida
mubawab.ma:native:8212748,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,88.0,8740000.0,99318.18,2.0,1.0,,,https://www.mubawab.ma/fr/a/8212748/vente-d-un-bel-appartement-%C3%A0-hay-chifa-3-grandes-pi%C3%A8ces-porte-blind%C3%A9e-s%C3%A9curit%C3%A9
mubawab.ma:native:8213253,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Berrechid,101.0,4900000.0,48514.85,3.0,2.0,,,https://www.mubawab.ma/fr/a/8213253/superbe-appartement-%C3%A0-vendre-%C3%A0-berrechid-2-pi%C3%A8ces-confortables-antenne-parabolique-et-porte-blind%C3%A9e
mubawab.ma:native:8216978,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,112.0,15580000.0,139107.14,3.0,2.0,,,https://www.mubawab.ma/fr/a/8216978/appartement-en-vente-%C3%A0-berrechid-1-pi%C3%A8ce
mubawab.ma:native:8218198,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Marrakech,54.0,6760000.0,125185.19,2.0,1.0,,,https://www.mubawab.ma/fr/a/8218198/appart-%C3%A0-vendre54-m%C2%B2-oasis-izdihar-%C3%A0-marrakech
mubawab.ma:native:8221147,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,107.0,11560000.0,108037.38,3.0,1.0,,,https://www.mubawab.ma/fr/a/8221147/superbe-appartement-%C3%A0-vendre-%C3%A0-berrechid-4-pi%C3%A8ces-confortables-porte-blind%C3%A9e-s%C3%A9curit%C3%A9
mubawab.ma:native:8223631,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Khouribga,111.0,5750000.0,51801.8,3.0,2.0,,,https://www.mubawab.ma/fr/a/8223631/appartement-%C3%A0-vendre-%C3%A0-khouribga-superficie-111-m%C2%B2-avec-ascenseur-et-terrasse
mubawab.ma:native:8224868,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Khouribga,90.0,7540000.0,83777.78,2.0,1.0,,,https://www.mubawab.ma/fr/a/8224868/joli-appartement-au-rdc-90m-%C3%A0-khouribga-2chambres-salon
mubawab.ma:native:8225910,uncertain,price_above_p99|price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,163.0,12150000.0,74539.88,3.0,3.0,,,https://www.mubawab.ma/fr/a/8225910/vente-appartement-163m2-%C3%A0-palmier-proche-moli%C3%A8re
mubawab.ma:native:8226043,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,78.0,7390000.0,94743.59,2.0,1.0,,,https://www.mubawab.ma/fr/a/8226043/bel-appartement-ensoleill%C3%A9-%C3%A0-berrechid
mubawab.ma:native:8227831,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Bouznika,79.0,5750000.0,72784.81,2.0,2.0,,,https://www.mubawab.ma/fr/a/8227831/vente-d-un-bel-appartement-%C3%A0-plage-dahomey-bouznika-mandarona-2-chambres-salon-traditionnel-et-porte-blind%C3%A9e
mubawab.ma:native:8228309,uncertain,surface_extreme,recovery_misplaced_notebook,appartement,Casablanca,570.0,6900000.0,12105.26,4.0,8.0,,,https://www.mubawab.ma/fr/a/8228309/appartement-%C3%A0-vendre-de-570-0-m%C2%B2-%C3%A0-casablanca-maarif-extension
mubawab.ma:native:8229125,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,55.0,5385000.0,97909.09,2.0,1.0,,,https://www.mubawab.ma/fr/a/8229125/%C3%A0-vendre-%E2%80%93-apt-de-55-m%C2%B2-a-kasbat-amine-lissasfa
mubawab.ma:native:8232462,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,studio,Casablanca,60.0,2500000.0,41666.67,3.0,1.0,,,https://www.mubawab.ma/fr/a/8232462/beau-studio-casablanca-marina
mubawab.ma:native:8237269,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,66.0,8550000.0,129545.45,2.0,1.0,,,https://www.mubawab.ma/fr/a/8237269/superbe-appartement-%C3%A0-vendre-%C3%A0-najmat-al-janoub-4-grandes-pi%C3%A8ces
mubawab.ma:native:8237528,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,80.0,11390000.0,142375.0,2.0,2.0,,,https://www.mubawab.ma/fr/a/8237528/superbe-appartement-%C3%A0-vendre-%C3%A0-anza-surface-de-80-m%C2%B2-avec-ascenseur-et-terrasse
mubawab.ma:native:8239570,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Essaouira,100.0,6950000.0,69500.0,3.0,1.0,,,https://www.mubawab.ma/fr/a/8239570/appartement-%C3%A0-vendre-en-centre-ville-3-pi%C3%A8ces-bien-meubl%C3%A9
mubawab.ma:native:8240289,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Agadir,53.0,2400000.0,45283.02,2.0,1.0,,,https://www.mubawab.ma/fr/a/8240289/appartement-a-hay-attadamoun-jet-sakan-hay-salam
mubawab.ma:native:8240826,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,122.0,10850000.0,88934.43,3.0,2.0,,,https://www.mubawab.ma/fr/a/8240826/appartement-%C3%A0-vendre-el-jadida
mubawab.ma:native:8242436,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,102.0,11770000.0,115392.16,4.0,2.0,,,https://www.mubawab.ma/fr/a/8242436/appartement-en-vente-%C3%A0-ma%C3%A2rif-extension-4-belles-chambres
mubawab.ma:native:8243540,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,84.0,10780000.0,128333.33,3.0,2.0,,,https://www.mubawab.ma/fr/a/8243540/bel-appartement-%C3%A0-vendre-%C3%A0-ennajd-superficie-84-m%C2%B2-salon-traditionnel-marocain-r%C3%A9sidence-s%C3%A9curis%C3%A9e
mubawab.ma:native:8243587,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Agadir,120.0,9500000.0,79166.67,4.0,1.0,,,https://www.mubawab.ma/fr/a/8243587/apptement-a-vendre-%C3%A0-hay-mohammadi
mubawab.ma:native:8245876,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,56.0,6600000.0,117857.14,2.0,1.0,,,https://www.mubawab.ma/fr/a/8245876/appartement-neuf-agadir
mubawab.ma:native:8247539,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,86.0,8790000.0,102209.3,2.0,1.0,,,https://www.mubawab.ma/fr/a/8247539/appartement-%C3%A0-abouab-al-oulfa
mubawab.ma:native:8249068,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,96.0,9860000.0,102708.33,3.0,2.0,,,https://www.mubawab.ma/fr/a/8249068/appartement-%C3%A0-hay-el-qods-casablanca
mubawab.ma:native:8249298,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,87.0,8950000.0,102873.56,4.0,2.0,,,https://www.mubawab.ma/fr/a/8249298/appartement-%C3%A0-vendre-ain-chock-qods
mubawab.ma:native:8249378,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,54.0,6450000.0,119444.44,1.0,1.0,,,https://www.mubawab.ma/fr/a/8249378/appartement-%C3%A0-l-achat-%C3%A0-hay-lmkansa-1-chambre-salon-marocain-traditionnel
mubawab.ma:native:8250636,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Agadir,65.0,4850000.0,74615.38,2.0,1.0,,,https://www.mubawab.ma/fr/a/8250636/bel-appartement-%C3%A0-vendre-%C3%A0-hay-salam-1-pi%C3%A8ce-ascenseur
mubawab.ma:native:8251920,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,unknown,Agadir,70.0,4700000.0,67142.86,2.0,2.0,,,https://www.mubawab.ma/fr/a/8251920/apptement-avendre-%C3%A0-hay-mohammadi
mubawab.ma:native:8252532,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,82.0,4540000.0,55365.85,2.0,2.0,,,https://www.mubawab.ma/fr/a/8252532/appartements-%C3%A0-anassi-r%C3%A9sidence-souraya-casablanca
mubawab.ma:native:8252816,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,95.0,7820000.0,82315.79,2.0,1.0,,,https://www.mubawab.ma/fr/a/8252816/appartement-sidi-othmane
mubawab.ma:native:8253285,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Larache,96.0,10600000.0,110416.67,3.0,1.0,,,https://www.mubawab.ma/fr/a/8253285/bel-appartement-%C3%A0-vendre-%C3%A0-larache-3-pi%C3%A8ces-confortables-syst%C3%A8me-de-parabole-et-salon-marocain
mubawab.ma:native:8254431,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,55.0,5330000.0,96909.09,2.0,1.0,,,https://www.mubawab.ma/fr/a/8254431/appartement-%C3%A0-vendre-riad-oulfa
mubawab.ma:native:8255435,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Khouribga,126.0,5580000.0,44285.71,4.0,1.0,,,https://www.mubawab.ma/fr/a/8255435/vend-appartement-%C3%A0-khouribga-surface-de-126-m%C2%B2
mubawab.ma:native:8255495,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,61.0,8400000.0,137704.92,2.0,2.0,,,https://www.mubawab.ma/fr/a/8255495/bel-appartement-%C3%A0-vendre-dar-essalam-oulfa
mubawab.ma:native:8255639,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Bouskoura,94.0,11980000.0,127446.81,2.0,2.0,,,https://www.mubawab.ma/fr/a/8255639/appartement-neuf-victoria-bouskoura
mubawab.ma:native:8256090,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,73.0,9510000.0,130273.97,3.0,1.0,,,https://www.mubawab.ma/fr/a/8256090/vente-d-un-bel-appartement-%C3%A0-sidi-moumen-surface-totale-73-m%C2%B2
mubawab.ma:native:8256254,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,55.0,3390000.0,61636.36,2.0,1.0,,,https://www.mubawab.ma/fr/a/8256254/vend-appartement-%C3%A0-zone-industrielle-moulay-rachid-surface-de-55-m%C2%B2-grand-balcon
mubawab.ma:native:8256322,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,108.0,11700000.0,108333.33,3.0,2.0,,,https://www.mubawab.ma/fr/a/8256322/superbe-appartement-%C3%A0-vendre-%C3%A0-californie-3-grandes-pi%C3%A8ces-avec-ascenseur-et-terrasse
mubawab.ma:native:8256769,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,88.0,3950000.0,44886.36,2.0,1.0,,,https://www.mubawab.ma/fr/a/8256769/appartement-%C3%A0-vendre-quartier-chabab-ain-sebaa
mubawab.ma:native:8257157,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,bureau,Casablanca,98.0,11400000.0,116326.53,,2.0,,,https://www.mubawab.ma/fr/a/8257157/appartement-bureau-%C3%A0-2-mars-avec-balcon-et-parking
mubawab.ma:native:8259830,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,69.0,7610000.0,110289.86,2.0,1.0,,,https://www.mubawab.ma/fr/a/8259830/appartement-%C3%A0-vendre-%C3%A0-al-hadika-2-pi%C3%A8ces-confortables-meubl%C3%A9
mubawab.ma:native:8259899,valid_extreme,price_above_p99,recovery_misplaced_notebook,immeuble,Casablanca,440.0,13800000.0,31363.64,6.0,3.0,,,https://www.mubawab.ma/fr/a/8259899/immeuble-appartement-%C3%A0-hay-mohammadi
mubawab.ma:native:8260306,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,142.0,8932400.0,62904.23,4.0,1.0,,,https://www.mubawab.ma/fr/a/8260306/appartement-%C3%A0-vendre-142-m%C2%B2-4-chambres-roches-noires-casablanca
mubawab.ma:native:8260575,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,Casablanca,106.0,8740000.0,82452.83,2.0,1.0,,,https://www.mubawab.ma/fr/a/8260575/studio-%C3%A0-vendre-106-m%C2%B2-ain-borja-casablanca
mubawab.ma:native:8261095,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,91.0,12800000.0,140659.34,3.0,2.0,,,https://www.mubawab.ma/fr/a/8261095/appartement-%C3%A0-vendre-91-m%C2%B2-3-chambres-hay-chrifa-casablanca
mubawab.ma:native:8261298,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,93.0,13725400.0,147584.95,3.0,2.0,,,https://www.mubawab.ma/fr/a/8261298/el-wissal-appartement-%C3%A0-vendre-93-m%C2%B2-3-chambres-anassi-casablanca
mubawab.ma:native:8261747,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,74.0,10785000.0,145743.24,2.0,1.0,,,https://www.mubawab.ma/fr/a/8261747/appartement-%C3%A0-vendre-74-m%C2%B2-2-chambres-ain-borja-casablanca
mubawab.ma:native:8262055,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,100.0,10900000.0,109000.0,2.0,2.0,,,https://www.mubawab.ma/fr/a/8262055/r%C3%A9sidence-rita-appartement-%C3%A0-vendre-100-m%C2%B2-2-chambres-almaz-casablanca
mubawab.ma:native:8262123,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,studio,El Jadida,65.0,4890000.0,75230.77,3.0,1.0,,,https://www.mubawab.ma/fr/a/8262123/studio-%C3%A0-vendre-65-m%C2%B2-r%C3%A9sidence-olablanca-el-jadida
mubawab.ma:native:8262200,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,115.0,14950000.0,130000.0,3.0,1.0,,,https://www.mubawab.ma/fr/a/8262200/appartement-%C3%A0-vendre-115-m%C2%B2-3-chambres-a%C3%AFn-seba%C3%A2-casablanca
mubawab.ma:native:8262308,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,81.0,11720000.0,144691.36,2.0,1.0,,,https://www.mubawab.ma/fr/a/8262308/appartement-%C3%A0-vendre-81-m%C2%B2-2-chambres-tamaris-berrechid
mubawab.ma:native:8263141,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,68.0,8900000.0,130882.35,2.0,1.0,,,https://www.mubawab.ma/fr/a/8263141/appartement-%C3%A0-vendre-%C3%A0-tilila-superficie-68-m%C2%B2-avec-ascenseur
mubawab.ma:native:8263533,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,60.0,4720000.0,78666.67,2.0,1.0,,,https://www.mubawab.ma/fr/a/8263533/appartement-avendre-%C3%A0-hay-mohammadi
mubawab.ma:native:8264124,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,128.0,16950000.0,132421.88,2.0,1.0,,,https://www.mubawab.ma/fr/a/8264124/appartement-%C3%A0-vendre-128-m%C2%B2-2-chambres-sidi-maarouf-casablanca
mubawab.ma:native:8264790,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Tanger,124.0,6510000.0,52500.0,3.0,2.0,,,https://www.mubawab.ma/fr/a/8264790/appartement-124-m%C2%B2-%E2%80%93-%C3%A9l%C3%A9gance-vue-mer-%C3%A0-malabata-hills
mubawab.ma:native:8266468,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,106.0,12100000.0,114150.94,2.0,2.0,,,https://www.mubawab.ma/fr/a/8266468/off-market-%E2%80%93-appartement-neuf-jamais-habit%C3%A9
mubawab.ma:native:8266858,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,110.0,7900000.0,71818.18,3.0,2.0,,,https://www.mubawab.ma/fr/a/8266858/superbe-appartement-coll%C3%A9-%C3%A0-venezia-ice-belvedere
mubawab.ma:native:8266863,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,86.0,9910000.0,115232.56,2.0,2.0,,,https://www.mubawab.ma/fr/a/8266863/bel-appartement-de-86m-%C3%A0-ain-sebaa
mubawab.ma:native:8267103,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,78.0,7820000.0,100256.41,2.0,2.0,,,https://www.mubawab.ma/fr/a/8267103/appartement-%C3%A0-vendre-78-m%C2%B2-2-chambres-hay-chrifa-casablanca
mubawab.ma:native:8268333,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,99.0,13890000.0,140303.03,2.0,1.0,,,https://www.mubawab.ma/fr/a/8268333/a-vendre-appartement-%C3%A0-al-qods-2-salons-2-chambres-s%C3%A9curis%C3%A9-24-24
mubawab.ma:native:8268457,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,73.0,5890000.0,80684.93,2.0,2.0,,,https://www.mubawab.ma/fr/a/8268457/appartement-en-vente-%C3%A0-ain-borja-2-belles-chambres-salon-marocain-s%C3%A9curit%C3%A9
mubawab.ma:native:8268770,valid_extreme,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Tanger,99.0,4000000.0,40404.04,2.0,2.0,,,https://www.mubawab.ma/fr/a/8268770/appartement-de-haut-standing-malabata-%C3%A0-vendre
mubawab.ma:native:8271526,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,El Jadida,110.0,12780000.0,116181.82,2.0,1.0,,,https://www.mubawab.ma/fr/a/8271526/bel-appartement-%C3%A0-vendre-en-centre-ville-3-grandes-pi%C3%A8ces
mubawab.ma:native:8273282,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,unknown,Casablanca,144.0,16000000.0,111111.11,4.0,2.0,,,https://www.mubawab.ma/fr/a/8273282/urgent-a-vendre-a-ain-sebaa
mubawab.ma:native:8273503,uncertain,price_above_p99,recovery_misplaced_notebook,appartement,Casablanca,430.0,12900000.0,30000.0,3.0,1.0,,,https://www.mubawab.ma/fr/a/8273503/vente-d-un-bel-appartement-%C3%A0-val-fleury-surface-de-430-m%C2%B2
mubawab.ma:native:8273513,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Berrechid,110.0,10790000.0,98090.91,3.0,1.0,,,https://www.mubawab.ma/fr/a/8273513/grand-appartement-110-m%C2%B2-%E2%80%93-meubl%C3%A9-et-r%C3%A9nov%C3%A9-%E2%80%93-berrechid
mubawab.ma:native:8273705,uncertain,price_above_p99|price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,240.0,13500000.0,56250.0,4.0,3.0,,,https://www.mubawab.ma/fr/a/8273705/vente-d-un-bel-appartement-%C3%A0-les-h%C3%B4pitaux-surface-de-240-m%C2%B2-terrasse-et-ascenseur
mubawab.ma:native:8273748,uncertain,price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Berrechid,145.0,10670000.0,73586.21,3.0,2.0,,,https://www.mubawab.ma/fr/a/8273748/spacieux-appartement-145m%C2%B2-%C3%A0-berrechid
mubawab.ma:native:8274775,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,81.0,6840000.0,84444.44,2.0,1.0,,,https://www.mubawab.ma/fr/a/8274775/appartement-%C3%A0-vendre-%C3%A0-hay-salam-surface-de-81-m%C2%B2-meubl%C3%A9
mubawab.ma:native:8275773,uncertain,price_above_p99|price_per_m2_above_reference_p99,recovery_misplaced_notebook,appartement,Casablanca,300.0,14200000.0,47333.33,5.0,3.0,,,https://www.mubawab.ma/fr/a/8275773/ain-diab-%E2%80%93-appartement-%C3%A0-la-vente-%E2%80%93
mubawab.ma:native:8275903,probable_error,price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Casablanca,84.0,7850000.0,93452.38,2.0,1.0,,,https://www.mubawab.ma/fr/a/8275903/appartement-%C3%A0-vendre-84-m%C2%B2-2-chambres-a%C3%AFn-seba%C3%A2-casablanca
mubawab.ma:native:8276877,probable_error,price_above_p99|price_per_m2_above_reference_p99|suspicious_batch_high_price_per_m2,recovery_misplaced_notebook,appartement,Agadir,104.0,12000000.0,115384.62,2.0,2.0,,,https://www.mubawab.ma/fr/a/8276877/appartement-meubl%C3%A9-a-vendre-%C3%A0-hay-houda
